MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
261,8,104,22,0,0,100,-7,7,8,22,1,59,-7,1,1,39,76,3,2,1,71,Good
183,22,114,15,1,1,76,1,0,2,17,0,18,0,0,0,0,-8,1,-8,-8,33,Bad
365,28,157,17,0,0,94,79,6,6,17,0,18,8,0,0,0,-8,1,-8,0,22,Good
178,2,68,47,1,1,98,8,4,6,62,2,6,0,6,5,7,-8,5,1,0,40,Good
231,9,107,13,0,0,100,-7,7,8,13,1,54,0,0,0,30,91,3,1,0,67,Good
46,5,27,7,0,0,100,-7,7,8,7,2,43,0,1,1,0,96,0,2,-8,67,Bad
226,35,88,12,0,0,100,-7,7,8,13,0,42,-7,1,1,26,-8,2,1,0,75,Good
160,4,70,18,0,0,100,-7,7,8,18,2,39,0,0,0,26,97,2,2,0,40,Good
105,4,72,30,0,0,100,-7,7,8,4,1,20,-7,0,0,27,51,2,3,0,55,Good
209,1,59,27,0,0,100,-7,7,8,28,4,29,0,3,3,21,71,5,3,1,89,Bad
203,2,79,30,0,0,100,-7,6,7,50,2,29,22,0,0,28,70,4,2,1,39,Bad
154,5,128,17,0,0,100,-7,7,8,17,1,33,0,1,1,48,-8,5,1,1,75,Good
315,8,81,41,0,0,100,-7,7,8,55,1,45,0,3,3,57,93,2,9,2,79,Good
82,4,35,11,1,1,92,77,6,4,12,3,25,3,6,6,45,62,5,2,1,70,Good
414,8,120,32,0,0,97,17,6,6,33,1,36,12,0,0,27,70,2,2,0,29,Good
280,6,109,21,0,0,100,-7,7,8,21,1,33,-7,0,0,19,82,3,3,0,60,Good
124,4,36,12,2,2,92,42,6,6,12,3,75,22,0,0,99,91,1,3,1,100,Bad
69,2,32,19,0,0,100,-7,7,8,20,3,30,1,2,2,62,78,6,2,2,67,Bad
134,4,54,24,0,0,100,-7,7,8,24,5,50,-7,2,2,50,91,3,7,1,83,Bad
47,6,22,16,0,0,100,-7,7,8,16,4,19,0,1,1,84,48,7,2,1,64,Bad
123,6,69,27,1,1,86,39,6,3,29,1,38,0,3,3,18,88,6,2,1,80,Good
297,38,130,11,0,0,100,-7,7,8,11,0,18,0,0,0,32,-8,4,1,1,56,Good
304,16,79,11,0,0,73,2,4,6,11,0,36,0,2,1,85,36,5,3,1,100,Bad
102,2,41,22,0,0,100,-7,7,8,23,2,35,0,0,0,21,46,4,4,1,62,Bad
208,11,77,22,1,0,96,39,6,5,24,1,21,0,1,1,3,80,4,2,0,55,Good
61,73,176,8,0,0,88,-8,6,6,2,0,13,-7,2,0,0,-8,0,1,0,33,Bad
124,5,65,12,2,2,92,44,6,2,20,1,23,-7,1,1,5,-8,2,1,-8,75,Bad
398,1,104,33,0,0,100,-7,7,8,35,1,18,1,2,2,6,47,4,3,0,62,Good
276,11,99,25,0,0,100,-7,7,8,28,1,29,6,0,0,0,-8,1,1,0,33,Good
182,47,100,8,0,0,100,-7,7,8,8,0,38,-7,2,2,4,-8,2,1,0,60,Bad
110,17,48,17,0,0,100,-7,7,8,18,0,39,0,2,2,22,67,4,3,0,64,Bad
247,1,101,18,1,1,90,70,6,3,20,2,20,9,0,0,28,26,4,2,0,100,Good
351,11,98,7,2,2,86,30,6,6,8,1,14,-7,0,0,59,-8,3,-8,1,60,Bad
78,10,44,12,1,1,92,55,6,3,13,1,15,0,0,0,58,-8,3,1,0,86,Bad
213,8,103,23,1,1,100,-7,7,8,15,1,35,-7,1,0,16,-8,2,1,0,44,Good
306,2,130,32,0,0,100,-7,7,8,34,1,35,1,2,2,8,99,3,2,1,35,Good
398,3,118,29,0,0,100,-7,7,8,29,2,31,0,3,3,22,87,6,3,0,69,Good
253,8,97,14,0,0,100,-7,7,8,14,1,57,3,1,1,57,-8,3,-8,-8,100,Good
68,10,33,16,0,0,100,-7,7,8,16,2,13,0,2,2,53,58,5,2,3,64,Bad
118,6,61,29,0,0,100,-7,7,8,10,2,24,0,3,3,78,-8,7,1,4,62,Bad
321,2,75,11,0,0,75,8,4,6,12,1,17,1,1,1,102,-8,6,1,5,100,Bad
263,4,95,32,1,1,94,18,6,3,45,5,14,1,1,1,36,-8,7,3,4,63,Bad
423,9,109,32,0,0,94,2,4,6,34,1,38,0,0,0,72,5,8,3,6,79,Bad
222,5,85,20,0,0,100,-7,7,8,21,1,25,4,1,1,55,-8,7,2,4,71,Good
73,6,36,16,0,0,94,36,6,6,16,3,75,-7,1,1,10,63,2,5,0,88,Bad
109,6,54,26,1,1,100,-7,6,8,27,3,50,5,0,0,2,75,2,3,0,63,Good
78,12,32,19,0,0,100,-7,7,8,22,0,43,0,3,3,91,-8,8,1,5,90,Bad
322,1,92,13,1,0,80,16,6,5,15,2,13,-7,1,1,72,-8,4,2,4,55,Bad
389,1,71,8,1,0,82,8,4,5,11,2,64,0,2,2,2,65,1,5,-8,75,Bad
149,7,80,18,0,0,100,-7,7,8,38,2,28,1,1,1,2,87,1,2,0,38,Good
240,9,64,29,0,0,97,57,6,6,32,2,50,0,0,0,80,73,8,3,3,79,Bad
349,5,111,33,0,0,94,15,6,6,33,1,48,4,1,1,31,69,6,3,0,77,Good
128,3,48,23,0,0,100,-7,7,8,23,3,30,0,1,1,14,99,4,3,0,64,Good
164,8,71,24,1,0,85,0,4,5,27,1,30,0,4,4,17,30,3,6,0,75,Bad
154,7,90,15,0,0,93,50,6,6,15,1,20,12,0,0,39,70,7,2,1,90,Bad
134,15,44,7,0,0,100,-7,7,8,7,0,57,-7,0,0,-8,-8,-8,1,-8,100,Good
209,19,71,5,0,0,100,-7,7,8,5,0,40,0,0,0,0,72,0,1,-8,50,Bad
133,4,58,20,0,0,100,-7,7,8,20,2,30,0,1,1,56,83,5,3,2,100,Bad
287,4,105,23,0,0,100,-7,7,8,25,2,40,0,2,2,52,88,3,4,1,70,Bad
29,2,18,10,0,0,91,13,6,6,11,2,45,0,10,10,55,78,5,4,1,90,Bad
381,5,120,18,1,1,89,40,6,3,19,2,42,-7,3,3,29,36,2,3,1,56,Good
303,1,104,35,0,0,94,61,6,6,36,1,31,-7,0,0,45,61,7,4,3,61,Good
17,12,39,12,0,0,100,-7,7,8,2,0,15,14,0,0,4,83,4,2,0,67,Good
73,11,36,7,0,0,100,-7,7,8,7,1,57,-7,1,1,45,63,1,3,1,80,Bad
145,12,81,28,0,0,97,3,4,6,30,0,61,10,0,0,60,75,2,4,1,75,Good
99,7,43,8,0,0,100,-7,7,8,8,2,38,0,4,3,76,89,5,3,1,100,Bad
333,15,112,19,2,2,71,7,2,4,22,0,29,0,2,1,9,85,3,3,0,40,Bad
163,1,55,31,0,0,91,13,6,6,33,3,42,-7,1,0,64,82,5,3,2,89,Bad
277,10,127,24,0,0,100,-7,7,8,25,1,40,12,0,0,2,86,3,2,0,45,Good
71,2,31,20,0,0,91,8,4,6,22,6,41,0,0,0,35,81,2,3,1,56,Good
231,19,93,22,0,0,100,-7,7,8,22,0,23,0,0,0,2,73,1,3,0,27,Good
87,2,46,18,1,1,100,-7,7,8,20,3,16,0,4,4,39,-8,3,1,1,40,Bad
136,1,57,20,0,0,100,-7,7,8,21,2,33,0,0,0,44,-8,5,1,1,60,Bad
156,42,82,4,1,1,100,-7,6,8,10,0,0,-8,0,0,-8,-8,1,-8,-8,100,Bad
293,9,143,9,0,0,89,11,4,6,9,2,22,0,0,0,59,78,3,1,1,57,Bad
216,7,72,32,0,0,91,4,4,6,33,3,9,0,1,1,37,82,9,2,4,58,Bad
58,5,26,10,0,0,100,-7,7,8,10,3,30,-7,2,2,26,-8,1,-8,0,20,Bad
195,10,75,34,0,0,100,-7,7,8,34,2,29,-7,0,0,20,30,6,4,2,67,Good
214,4,122,27,0,0,96,34,6,6,31,2,37,4,3,3,16,93,2,2,0,40,Bad
159,14,72,28,0,0,100,-7,7,8,28,0,14,0,0,0,13,-8,5,1,0,40,Good
194,13,96,19,2,2,80,6,4,2,20,0,30,-7,3,0,92,-8,8,1,4,91,Bad
126,3,50,18,1,1,65,6,4,4,20,3,40,0,0,0,18,65,3,4,0,64,Bad
213,20,115,27,0,0,100,-7,7,8,27,0,22,19,0,0,38,80,3,3,1,75,Good
134,1,68,43,1,1,98,2,1,3,48,5,19,-7,0,0,17,66,3,2,1,29,Bad
253,33,131,23,1,1,100,-7,0,8,23,0,35,-8,0,0,3,48,3,3,0,55,Good
56,4,25,14,0,0,100,-7,7,8,14,4,14,0,1,0,20,-8,6,1,1,64,Bad
172,10,68,11,1,0,83,9,3,5,12,1,42,0,4,2,69,92,2,3,2,83,Bad
222,2,50,8,1,1,82,7,2,4,11,1,9,0,4,4,30,-8,5,-8,1,75,Bad
297,7,68,23,0,0,100,-7,7,8,23,2,39,0,0,0,1,6,1,3,0,56,Good
132,2,53,10,1,0,85,23,6,5,13,2,46,0,1,1,36,85,4,2,1,100,Bad
401,13,155,20,0,0,96,1,4,6,23,0,17,12,0,0,10,-8,2,-8,0,22,Good
15,5,11,7,1,1,100,-7,7,8,8,3,29,0,1,1,64,-8,2,1,-8,75,Bad
261,2,88,23,0,0,84,0,4,6,26,6,24,2,2,1,16,100,2,3,0,38,Bad
199,23,69,18,1,1,89,18,5,6,20,0,20,0,2,2,51,0,7,3,2,67,Bad
207,3,67,27,0,0,97,3,4,6,30,2,40,0,3,3,24,71,5,3,0,57,Good
173,11,59,7,1,1,100,-7,7,8,8,1,43,0,0,0,69,-8,1,1,0,100,Good
60,13,41,19,0,0,100,-7,7,8,21,0,38,0,0,0,89,-8,5,1,4,100,Bad
44,2,24,12,3,2,88,11,4,3,17,4,29,0,11,11,9,96,1,3,1,33,Bad
334,3,98,24,0,0,100,-7,7,8,42,1,21,2,2,2,88,-8,5,2,3,88,Bad
356,15,122,20,1,0,82,8,6,5,22,0,18,18,0,0,23,-8,5,1,0,60,Good
172,5,76,18,0,0,100,-7,7,8,21,1,48,12,0,0,14,82,1,2,0,50,Good
319,2,83,24,1,0,88,9,3,5,28,3,37,-7,1,1,6,100,3,2,0,42,Good
93,7,45,32,0,0,94,8,4,6,33,4,58,7,0,0,100,85,2,7,1,100,Bad
366,3,73,11,0,0,92,0,4,6,23,2,75,-8,0,0,13,98,2,2,0,80,Good
85,6,35,16,0,0,100,-7,7,8,16,4,19,0,2,2,78,96,5,2,3,78,Good
127,5,53,26,0,0,100,-7,7,8,26,2,50,0,0,0,59,65,4,4,3,67,Bad
337,5,115,27,0,0,89,7,4,6,27,1,37,11,0,0,3,3,2,2,0,42,Bad
77,5,44,15,0,0,100,-7,7,8,15,1,67,14,0,0,68,77,3,4,2,100,Bad
92,13,68,5,2,2,71,79,6,2,7,0,29,0,1,1,39,72,1,1,1,67,Good
378,10,84,36,1,1,89,10,4,4,37,2,54,0,2,2,60,67,4,6,3,77,Bad
195,6,103,22,1,1,96,34,6,4,23,2,22,-8,1,0,43,-8,5,-8,2,75,Bad
483,7,222,12,0,0,100,-7,7,8,12,1,17,0,0,0,1,94,1,1,0,25,Good
151,12,50,9,2,2,67,4,4,6,9,0,44,0,0,0,65,86,5,2,2,100,Bad
173,18,101,41,0,0,98,-7,5,7,40,0,18,21,0,0,49,-8,13,1,5,64,Bad
123,7,56,11,1,1,83,8,4,3,12,1,25,3,1,1,27,58,2,3,1,60,Good
191,5,97,28,0,0,97,1,6,6,30,1,28,5,1,1,3,37,5,3,0,47,Good
177,5,54,25,0,0,96,-8,6,6,26,4,42,0,1,1,9,77,4,2,0,75,Bad
344,4,102,16,1,1,79,45,6,3,19,3,26,4,1,1,54,45,4,2,1,70,Bad
353,1,84,59,0,0,97,13,6,6,60,6,17,1,5,4,42,82,6,3,2,39,Bad
251,3,105,33,0,0,85,26,6,6,33,3,24,-7,0,0,22,-8,7,1,0,53,Bad
190,4,61,44,0,0,89,10,4,6,45,2,14,-7,0,0,28,73,8,4,1,55,Bad
132,34,80,11,3,0,47,2,3,5,17,0,41,0,2,2,2,-8,2,1,0,67,Bad
181,6,98,2,1,1,67,66,6,3,3,1,100,-7,0,0,-8,-8,-8,1,-8,100,Bad
223,17,92,22,0,0,100,-7,7,8,23,0,30,-8,0,0,12,-8,2,2,0,67,Good
351,11,101,30,0,0,100,-7,7,8,31,1,6,-7,0,0,8,50,8,1,1,39,Good
137,31,68,9,1,1,78,16,6,6,9,0,33,19,0,0,12,43,1,2,0,75,Bad
201,4,93,28,1,0,97,37,6,5,9,2,7,-7,0,0,11,99,4,1,0,33,Good
243,2,65,29,0,0,97,5,4,6,30,6,10,-7,0,0,4,95,5,2,0,47,Bad
220,5,86,28,0,0,93,16,6,6,28,2,50,11,0,0,2,99,3,3,-8,100,Good
199,9,40,14,3,2,94,65,0,5,16,3,44,8,0,0,103,-8,4,2,3,100,Bad
282,2,70,24,1,1,88,5,4,2,60,2,42,0,1,1,52,92,4,3,1,70,Bad
254,16,126,15,0,0,100,-7,7,8,16,0,50,11,0,0,1,-8,1,2,0,75,Good
521,15,244,27,0,0,100,-7,7,8,30,0,19,-8,0,0,3,-8,3,1,0,33,Good
215,7,81,23,2,1,80,16,6,2,25,1,20,0,2,1,65,100,9,1,3,71,Bad
227,12,116,15,2,1,78,48,6,4,18,0,28,0,2,2,83,-8,2,1,2,60,Good
116,2,55,25,2,1,81,5,4,5,27,1,22,0,6,6,2,-8,2,-8,0,18,Good
82,2,25,30,1,0,97,46,6,5,32,9,31,1,1,1,50,71,13,6,2,83,Good
188,4,79,18,0,0,100,-7,7,8,19,4,26,0,0,0,46,99,6,2,2,100,Bad
119,4,59,39,0,0,97,6,4,6,39,3,3,0,3,3,58,65,8,1,4,36,Bad
279,3,75,28,0,0,100,-7,7,8,29,2,24,2,2,2,6,41,3,3,0,40,Bad
104,3,41,16,0,0,100,-7,7,8,17,4,63,0,0,0,49,52,4,3,2,88,Bad
258,1,71,19,2,1,91,33,6,2,43,2,17,-7,0,0,69,54,6,3,3,82,Bad
146,11,64,11,1,1,92,-8,6,3,14,1,17,3,1,1,7,-8,2,1,0,75,Bad
460,2,162,28,2,1,90,40,0,5,31,2,27,2,1,1,25,75,6,4,0,61,Bad
167,8,84,29,0,0,100,-7,7,8,43,3,30,0,1,1,24,84,6,4,0,71,Good
212,1,56,32,0,0,100,-7,7,8,36,11,36,1,4,4,19,91,7,2,0,75,Bad
299,3,102,26,0,0,90,14,6,6,31,1,35,0,0,0,7,38,2,2,0,45,Good
265,22,68,7,0,0,71,3,4,6,14,0,29,-7,0,0,79,-8,2,1,1,75,Bad
122,5,52,12,1,0,77,1,4,5,13,1,62,0,2,2,89,88,1,2,1,75,Bad
399,43,150,30,0,0,100,-7,7,8,30,0,3,-8,0,0,1,-8,4,1,0,33,Good
172,0,71,23,0,0,100,-7,7,8,24,4,54,0,1,1,4,81,4,3,0,70,Good
204,4,59,16,0,0,100,-7,7,8,16,2,38,18,0,0,17,80,3,2,0,67,Bad
159,2,62,11,2,1,53,12,6,3,17,4,29,0,1,1,38,92,3,1,0,44,Bad
110,3,58,32,2,1,86,27,6,3,36,3,40,15,0,0,44,80,6,7,2,93,Good
245,28,143,56,1,1,95,7,1,3,59,0,15,0,1,1,59,37,26,4,9,83,Bad
78,4,50,23,0,0,96,11,4,6,24,1,46,3,2,2,48,76,2,5,0,78,Good
153,5,46,4,0,0,100,-7,7,8,4,2,50,0,0,0,16,-8,1,1,0,100,Good
135,12,74,34,1,0,91,3,4,5,35,0,20,0,9,9,55,48,8,3,3,61,Bad
137,4,85,24,0,0,88,10,4,6,24,2,38,3,1,1,15,68,7,3,0,85,Good
155,9,63,18,0,0,100,-7,7,8,19,2,28,0,2,2,3,-8,3,2,0,50,Bad
34,8,16,5,1,1,100,-7,6,8,5,2,60,0,0,0,95,56,2,2,2,100,Bad
184,5,100,22,0,0,82,1,4,6,5,3,18,17,0,0,2,52,6,3,1,60,Bad
178,2,103,9,1,0,91,2,3,5,20,1,45,-7,1,1,76,100,3,2,-8,83,Bad
162,35,73,4,1,1,50,1,2,4,6,0,33,0,0,0,43,11,1,1,0,50,Bad
156,7,42,11,2,2,100,-7,6,8,11,2,55,0,1,1,59,29,5,2,3,100,Bad
206,11,90,15,0,0,100,-7,7,8,20,1,27,10,0,0,38,-8,3,1,1,67,Good
115,55,78,3,0,0,100,-7,9,8,3,0,100,0,0,0,-8,-8,-8,-8,-8,-8,Bad
421,2,133,30,1,0,88,4,4,5,34,1,47,0,0,0,30,83,7,3,2,100,Bad
223,9,71,21,0,0,90,0,4,6,22,2,43,-7,2,2,87,51,5,3,2,100,Bad
258,3,81,35,0,0,97,44,6,6,28,4,31,-7,2,2,29,75,8,4,0,75,Good
153,5,44,20,2,2,100,-7,7,8,22,3,25,0,1,1,37,98,8,1,3,82,Bad
151,7,65,14,4,4,81,5,2,4,16,2,75,-7,1,1,36,90,1,3,0,100,Bad
378,3,93,29,3,1,84,14,6,4,32,4,33,2,1,1,4,59,5,5,0,56,Good
271,7,99,25,1,0,92,56,6,5,26,3,31,7,0,0,81,90,3,3,2,64,Good
240,60,135,11,1,1,67,4,4,6,13,0,8,0,4,4,20,-8,4,-8,1,67,Bad
193,2,84,14,0,0,100,-7,7,8,21,3,27,4,2,2,77,-8,5,-8,2,83,Bad
262,2,93,36,0,0,100,-7,7,8,37,1,35,19,0,0,92,56,13,5,8,100,Good
43,5,72,29,0,0,100,-7,7,8,5,4,17,0,2,2,5,-8,5,1,0,40,Good
140,25,68,15,0,0,94,42,6,6,16,0,31,0,0,0,4,75,2,2,0,55,Good
225,2,111,22,3,1,82,28,6,3,28,1,14,1,1,1,1,-8,1,1,0,30,Good
196,14,85,31,0,0,97,23,6,6,33,0,42,0,0,0,53,-8,4,1,1,100,Good
186,4,35,19,0,0,95,8,4,6,36,2,32,-7,0,0,79,90,5,3,4,62,Bad
130,8,51,30,2,2,97,71,6,6,36,2,53,0,0,0,59,24,5,4,0,75,Bad
117,6,54,14,2,1,80,4,4,5,15,6,47,0,0,0,46,84,5,3,1,80,Bad
197,7,55,14,0,0,100,-7,7,8,14,1,36,-7,0,0,70,45,3,2,1,100,Good
81,2,33,22,0,0,79,0,4,6,24,7,46,0,0,0,76,-8,3,3,1,100,Bad
418,6,102,19,0,0,100,-7,7,8,19,5,21,0,1,1,44,-8,7,2,3,77,Good
126,12,60,11,0,0,100,-7,7,8,15,0,33,-7,0,0,53,86,2,2,2,80,Bad
214,3,101,16,0,0,95,2,4,6,19,1,32,0,2,2,53,58,4,3,1,78,Good
174,5,42,25,0,0,96,12,6,6,25,8,20,4,2,2,12,68,3,2,0,29,Bad
132,8,48,21,0,0,95,46,6,6,23,2,14,-7,1,1,3,67,1,2,0,60,Bad
402,26,139,15,0,0,93,4,4,6,15,0,53,0,2,2,46,68,5,2,0,100,Good
59,2,21,6,0,0,100,-7,7,8,8,4,50,1,2,2,44,95,2,2,0,67,Good
369,4,93,20,1,0,83,0,4,5,25,1,39,-7,0,0,88,49,9,4,3,93,Good
163,7,72,27,0,0,97,25,6,6,30,1,53,0,0,0,48,-8,3,2,0,100,Good
325,6,102,27,0,0,100,-7,7,8,27,3,41,0,1,1,1,72,7,5,0,71,Good
100,3,46,8,1,1,67,23,6,2,9,1,33,0,3,3,13,83,1,1,0,50,Bad
265,11,64,16,0,0,88,37,6,6,17,1,24,0,1,1,76,-8,8,1,2,100,Bad
191,51,120,8,1,0,50,10,4,5,12,0,25,-7,1,1,0,-8,1,1,0,50,Bad
-8,12,82,10,0,0,85,75,6,6,13,0,46,5,0,0,2,87,1,1,0,67,Good
192,20,122,4,0,0,100,-7,7,8,5,0,20,0,3,3,40,53,1,1,1,75,Bad
77,8,45,28,0,0,100,-7,7,8,29,3,38,0,0,0,39,72,4,5,0,75,Bad
153,4,118,16,1,0,72,34,6,5,15,1,11,-7,0,0,58,-8,8,1,0,82,Good
169,32,78,17,4,3,70,23,6,3,20,0,30,1,7,7,5,27,2,4,1,60,Good
160,7,50,16,1,1,89,24,6,3,18,1,44,1,4,4,62,-8,6,-8,1,100,Bad
237,3,64,27,0,0,85,10,4,6,52,5,15,7,0,0,61,86,11,3,4,67,Good
118,2,46,27,0,0,93,24,5,6,29,4,69,2,5,5,13,84,3,4,1,70,Bad
236,7,79,44,0,0,100,-7,7,8,44,3,18,8,0,0,2,71,3,3,0,40,Good
296,23,164,13,1,1,92,45,6,6,13,0,31,-7,1,0,39,2,3,2,1,63,Bad
177,1,60,18,0,0,100,-7,7,8,25,4,37,0,2,2,6,74,3,3,1,64,Good
149,26,74,13,0,0,100,-7,7,8,17,0,23,4,1,1,0,-8,0,1,0,50,Good
422,1,91,55,0,0,100,-7,7,8,57,4,33,0,4,4,2,11,12,2,1,57,Good
86,3,57,25,1,0,96,76,6,5,26,1,12,0,3,3,6,69,4,2,1,47,Good
464,4,107,32,0,0,100,-7,7,8,33,1,48,3,1,1,90,80,7,5,6,87,Good
235,7,123,4,13,9,44,17,6,4,9,1,44,7,0,0,1,48,1,2,0,60,Bad
99,12,28,4,0,0,100,-7,7,8,16,0,50,-8,0,0,40,-8,1,-8,0,50,Good
146,11,49,14,0,0,100,-7,7,8,14,1,21,4,1,1,1,-8,2,1,0,50,Good
416,4,167,7,2,2,89,28,5,2,10,2,33,0,1,1,8,57,5,2,0,88,Good
296,8,87,33,5,2,79,1,0,2,41,1,20,1,1,1,41,17,4,3,3,54,Good
211,3,116,23,0,0,92,48,6,6,24,1,13,0,6,6,41,-8,8,1,2,64,Good
124,2,53,18,0,0,89,6,4,6,20,1,47,2,3,3,30,58,5,2,1,100,Bad
297,8,82,17,0,0,100,-7,7,8,17,1,24,0,0,0,18,11,5,2,0,70,Good
221,9,67,29,1,1,97,53,6,2,31,2,27,9,0,0,48,32,10,2,3,81,Bad
233,2,99,35,0,0,81,5,4,6,36,3,31,-7,1,1,28,56,3,4,1,47,Good
150,5,54,12,0,0,77,0,4,6,13,3,62,0,3,3,81,69,4,4,1,100,Bad
169,30,73,6,0,0,86,-8,6,6,7,0,57,0,0,0,78,81,1,2,1,75,Bad
349,21,109,28,0,0,100,-7,7,8,28,0,25,-8,0,0,10,53,4,2,0,37,Good
299,6,123,9,2,2,60,30,6,4,9,3,27,0,1,1,65,70,6,2,0,100,Bad
388,14,116,12,0,0,100,-7,7,8,47,0,25,-8,0,0,8,-8,4,-8,0,80,Good
210,1,63,39,0,0,100,-7,7,8,44,7,36,1,2,2,16,67,4,8,1,60,Good
88,17,43,9,0,0,100,-7,7,8,9,0,67,-8,0,0,20,74,1,3,0,67,Good
219,18,90,15,2,0,71,8,4,5,17,0,41,0,3,3,25,51,3,3,0,75,Bad
213,10,74,33,0,0,97,39,6,6,35,1,26,9,0,0,11,-8,4,1,0,50,Good
162,12,76,35,1,0,93,12,6,5,43,0,74,0,6,5,55,73,5,2,3,70,Good
231,7,83,28,2,2,97,78,6,6,30,2,77,1,1,1,10,73,2,3,0,63,Good
-8,24,91,15,1,0,94,57,6,5,0,0,31,-7,0,0,0,-8,2,1,0,50,Bad
166,11,81,22,0,0,100,-7,7,8,22,1,36,-8,0,0,0,55,0,2,0,29,Good
102,24,46,7,0,0,100,-7,7,8,7,0,100,23,0,0,-8,24,-8,3,-8,100,Good
169,2,76,64,0,0,98,-8,6,6,66,4,21,0,1,1,53,-8,15,2,4,62,Good
199,10,179,27,0,0,100,-7,7,8,27,1,26,-7,3,3,25,52,3,2,1,38,Good
148,3,59,46,0,0,100,-7,7,8,46,2,35,0,2,2,28,38,4,2,1,41,Good
189,1,59,42,0,0,100,-7,7,8,44,5,23,0,1,1,3,61,3,2,1,36,Good
151,19,99,5,1,1,80,16,6,6,6,0,80,0,0,0,40,75,1,2,0,100,Bad
230,4,70,56,1,1,100,-7,6,8,70,4,9,6,0,0,73,26,29,2,8,82,Bad
115,15,64,13,2,1,93,41,6,5,15,0,14,0,5,4,66,-8,5,1,2,75,Bad
147,2,50,26,1,0,93,10,4,5,28,3,36,0,0,0,6,86,3,2,1,36,Bad
253,8,72,10,1,1,55,7,4,2,32,1,36,-7,1,1,78,-8,3,1,1,71,Bad
91,1,38,17,1,1,89,21,6,6,18,5,56,0,6,6,26,37,3,4,0,78,Bad
-8,4,42,22,4,2,92,38,6,5,26,2,24,-7,4,4,75,74,13,1,6,82,Bad
348,4,100,28,0,0,93,27,6,6,28,1,21,3,1,1,40,-8,14,1,1,100,Good
292,1,107,15,1,1,94,1,2,3,17,1,18,0,1,1,16,-8,4,1,0,56,Good
372,4,135,32,0,0,97,48,6,6,28,2,0,4,2,2,57,-8,11,-8,6,62,Good
201,3,78,58,0,0,95,59,6,6,58,6,21,0,4,3,35,99,9,4,3,39,Bad
170,9,88,43,2,2,93,6,4,2,46,2,17,0,1,1,33,100,8,4,1,60,Bad
121,7,57,20,1,1,100,-7,7,8,21,1,50,0,0,0,6,54,2,4,0,86,Good
490,6,99,18,0,0,100,-7,7,8,18,2,39,-7,0,0,2,52,2,2,0,57,Good
197,0,87,28,0,0,100,-7,7,8,30,3,23,-7,4,4,0,-8,3,1,0,36,Good
325,28,148,14,0,0,100,-7,7,8,17,0,33,0,6,6,0,-8,1,2,0,50,Bad
230,1,79,23,0,0,100,-7,7,8,24,2,25,3,1,1,18,-8,4,-8,0,57,Good
264,7,89,54,0,0,98,24,6,6,55,1,36,0,1,1,33,55,5,4,1,67,Good
179,5,77,22,0,0,100,-7,7,8,22,1,41,-7,0,0,1,95,1,3,0,80,Bad
295,2,82,34,0,0,100,-7,7,8,37,4,22,3,1,1,4,-8,2,1,0,30,Good
134,9,48,12,0,0,92,23,6,6,15,1,57,0,1,1,97,57,4,5,3,90,Bad
298,1,131,74,0,0,95,3,4,6,78,3,59,0,5,4,2,22,3,23,0,70,Good
52,4,17,12,0,0,100,-7,7,8,14,6,58,-7,0,0,100,67,5,4,1,100,Bad
213,13,114,27,0,0,100,-7,7,8,30,0,7,0,0,0,26,65,4,2,0,75,Bad
179,3,62,15,3,2,83,37,6,2,18,4,33,0,5,5,5,9,1,1,0,22,Good
212,2,56,27,3,3,93,38,0,3,29,2,17,1,4,4,73,90,8,3,2,100,Bad
147,6,35,6,0,0,100,-7,7,8,6,2,50,0,0,0,16,73,1,2,0,75,Bad
202,2,74,29,0,0,93,72,6,6,30,3,13,0,2,2,7,85,5,2,0,58,Bad
111,2,70,5,2,2,75,31,6,2,8,1,25,0,8,8,0,95,0,1,-8,50,Bad
81,5,40,17,0,0,89,15,6,6,18,1,33,0,2,2,79,63,5,2,2,88,Bad
305,9,121,12,1,0,69,9,4,5,16,1,19,-7,0,0,6,-8,6,1,0,64,Bad
-8,37,90,11,7,5,55,4,0,2,20,0,65,9,0,0,-8,12,1,1,0,100,Bad
169,41,82,10,1,0,64,1,4,5,11,0,18,0,0,0,85,-8,1,1,1,67,Bad
324,43,137,9,0,0,90,79,6,6,10,0,20,0,2,2,2,-8,1,-8,0,25,Bad
185,4,61,38,0,0,100,-7,7,8,23,3,34,5,1,1,32,71,7,4,0,65,Good
82,5,54,33,0,0,100,-7,7,8,41,2,15,-7,3,3,21,11,9,3,2,50,Bad
8,7,8,3,1,1,100,-7,7,8,4,3,0,0,1,1,29,-8,2,-8,1,67,Bad
181,10,92,10,0,0,90,71,6,6,10,2,30,3,1,1,5,-8,2,1,0,60,Bad
273,3,98,26,0,0,96,6,4,6,28,1,39,-8,0,0,11,-8,2,1,2,33,Good
